id,contents,key word
Yves071, 那個研究員是不是柚子醫生2.0？,BioNTech
deep0723, 公視要不要關台啦  操,BioNTech
yyff, 看好了世界，台灣網軍造謠功力,BioNTech
wate5566, 三民自還敢抹黑嗎？我認為是敢啦,BioNTech
MTBF, 丟臉丟到國外,BioNTech
badalghost, 立委造謠是不是該罰300萬,BioNTech
yyff, 那個人後來有道歉了，而且來賓說什麼，跟公,BioNTech
lockbacker, 造謠的有黨證 什麼300萬？ 高鐵上隨,BioNTech
MTBF, 世界都看到了，台灣執政黨造謠抹黑國外藥廠,BioNTech
aa7520tw, 覺青：不管啦，在中國過水過就是不爽打,BioNTech
tvxqsun123, 政府帶頭造謠,BioNTech
lockbacker, 便撿就有了,BioNTech
exceedMyself, 德國 300,BioNTech
aa7520tw, 啦,BioNTech
yyff, 視本身的關係不大吧,BioNTech
MSchumi, 綠共我說中國製就是中國製 怎樣.....,BioNTech
satonoo, 丟臉又丟到國外了 側翼還在那邊歌功頌德,BioNTech
yymeow, 造謠的那幾隻，罰300萬啊,BioNTech
HiSunny, 看好了世界,BioNTech
waldo870, 輝瑞是不是BNT?????,BioNTech
imsphzzz, 民進黨繼續造謠,BioNTech
leonian, 的他們臉皮超厚，造謠完就當沒事繼續造,BioNTech
Komibo, 造謠的什麼時候要辦啊,BioNTech
leonian, 謠別的，不信看看林靜怡、王定雨臉書,BioNTech
milleniue, 側翼就算了，整個府院黨團全跳下來造謠,BioNTech
ss880702ss, 抹黑別人 放話嗆聲 然後再說別人不賣,BioNTech
ak47g78, 自己造謠不用罰嗎 垃圾,BioNTech
leonian, 同意mill版友，整個政府從上到下一直抹,BioNTech
msekili, 小菸 綠共不管啦 說中國就是中國啦,BioNTech
chungj, 買辦國民黨宣傳真噁心 你們先打拉,BioNTech
leonian, 黑造謠,BioNTech
WuKong, 可憐人，台灣人的敵人竟是台灣人,BioNTech
help1268, 這種造謠沒事,BioNTech
furnaceh, 慘，自己國內不行，還被外國打一巴掌,BioNTech
piliwu, 德國人還有臉講勒因為政治因素生變不敢承,BioNTech
milleniue, 跟對岸同個鼻孔出氣一起抹BNT,BioNTech
piliwu, 認,BioNTech
amseex, 造謠罰 300 啊,BioNTech
mioaria, 說是造假的 一人三百萬 領好領滿阿,BioNTech
ubei, 沒用.我朋友會說聯合報不可信.,BioNTech
hoodi, 有黨證免罰300萬 而且可以不限次數,BioNTech
KingJamesS, 丟臉丟到國外去 整天為了政治抹黑別,BioNTech
PENGHU777, 綠色還在造謠中國疫苗,BioNTech
KingJamesS, 人商譽,BioNTech
justiceyes, 那些造謠的菸黨民代名嘴蟑螂不抓嗎,BioNTech
mioaria, 電視新聞都有證據阿~,BioNTech
Rolflin, 違反黨意300萬,BioNTech
fedona, 失智菸糞又被原廠打臉了,BioNTech
hoodi, 心動不如馬上行動 請與Dpp黨部聯絡,BioNTech
hygen, 側翼一直造謠等於在扯台灣後腿,BioNTech
ctchens, 德國人應該很不爽政府帶頭造謠,BioNTech
cherrybabe, 民進黨不抓造謠仔是不是怕自己養的狗會死光光,BioNTech
c8895665, 假消息應該罰民進黨,BioNTech
NMBILL, https//m.facebook.com/story.php?story_,BioNTech
ZIQQ001, 跳過代理商 一直怪說是政治因素 等代理,BioNTech
NMBILL, fbid=1013759112784547&id=10002451403798,BioNTech
james5566, 一狗票原諒色的側翼網軍 黨立委 黨好朋,BioNTech
ZIQQ001, 商不賣你 再來扯政治因素好嗎 商業規則,BioNTech
NMBILL, 0,BioNTech
james5566, 友 黨學者 都在造謠認知作戰 都不用罰,BioNTech
Jim43, 立委議員是不是在造謠？,BioNTech
ZIQQ001, 都不懂 只能洗腦無知綠畜,BioNTech
james5566, 三百萬 一億 關七年就對了,BioNTech
cage820518, 可憐呀台灣,BioNTech
jasonlin2100, 幹他媽垃圾母豬害死多少人命操,BioNTech
ZIQQ001, 一直抹黑上海復星代理的是中國製 是中國,BioNTech
whizz, 舔共大國,BioNTech
ZIQQ001, 分裝的 不就是綠共自己嗎,BioNTech
marunouchi, 納粹疫苗,BioNTech
milkmaomi, 可憐啊。他們還是會選擇當文盲，繼續亂,BioNTech
NMBILL, 不是造謠,BioNTech
milkmaomi, 講話。,BioNTech
NMBILL, 是裝傻,BioNTech
Kaids, 聯合報不可信。,BioNTech
issemn, 我幫側翼想好對策了 趕快轉移話題到15萬劑,BioNTech
bravery1117, 整天說謊的的政府都不會被罰300 @@,BioNTech
ZIQQ001, 一下買代理商的沒品質保證 出事要找誰,BioNTech
GimO, BioNTech一定覺得台灣怎麼找低能兒當部長,BioNTech
ZIQQ001, 中國經手的不放心 結果蘋果手機中國經手就用的好開心,BioNTech
battle7710, 有政府，請放心。疾管家？,BioNTech
tony20095, 德國BioNTech這糞島整天再鬧有夠煩,BioNTech
edwinrw, 300萬?,BioNTech
NANJO1569, 政府官員和民代帶頭造謠都沒問題好棒棒,BioNTech
haofutw, 最強最好的疫苗還要黑？良心被狗吃了嗎,BioNTech
tryit268498, 台灣就是被這些造謠害死,BioNTech
s854273, 詆毀外國……難怪國外都關心不介入,BioNTech
guppys2005, bnt 想說疫苗都做不完還有人在那邊吵，白眼應該翻到後腦勺吧,BioNTech
zinga, 把陳綠共槍斃 把台灣人命當兒戲,BioNTech
deep0723, 綠側翼帶頭講的假消息 疾管家卻不闢謠了,BioNTech
fenwen, 看不懂英文嗎？initial 代表首批，不是全,BioNTech
sss1524, 林穎孟：又蠢又壞,BioNTech
fenwen, 部。,BioNTech
hatephubbing, 蔡：…,BioNTech
sss1524, http//i.imgur.com/LHE5oQF.jpg,BioNTech
takenouch, 拿流感疫苗施打來為民進黨護航視為綠吱,BioNTech
rewqasdf, 造謠罰款,BioNTech
niko0202, 有黨證就不怕 聯合屎報別想動搖黨的權威,BioNTech
momowawa1981, 整天政治操作 說謊造謠 難怪美國德,BioNTech
takenouch, 建議有人把這些人ID蒐集起來分析,BioNTech
momowawa1981, 國都不爽,BioNTech
LBruce, 呱吉 尼朋友 孟孟 狠壞欸,BioNTech
momowawa1981, 綠共以為拜登不知道你們這群咖小在,BioNTech
zinga, 陳菜蛆拿出2300萬億出來 一人一億很難嗎,BioNTech
momowawa1981, 搞事啊？,BioNTech
DustToDust, 全世界都看到台灣政府有多智障,BioNTech
Howard61313, 莊人祥本人都說是德國製了當初到底哪些人在亂講話，咦？,BioNTech
fade11, 不管啦，德國那麼親中～,BioNTech
f396761440, 原來造謠的立委不止一個呀，南部民代真不怕報應,BioNTech
F299, 執政黨帶頭造謠,BioNTech
cons, 之前那些放假消息的要不要罰300吱管家要不要澄清?,BioNTech
CC97, 台灣韭菜好騙!,BioNTech
phonesky, 有問題都推給對岸就對了，明明就德製還,BioNTech
james5566, 有蠢子買東西不去巷子口的通路商、超商,BioNTech
phonesky, 中製有問題，然後買不到就說中國打壓，,BioNTech
blackpony, 台灣鯛,BioNTech
phonesky, 阿里不達的小國我相信，如果美英德也怕,BioNTech
james5566, 、賣場購買 一直每天跑去產品總公司去,BioNTech
gamertwo, 看好了世界 台灣政府帶頭造謠抹屎的功力,BioNTech
ff26412, 造謠仔dpp罰不來肏,BioNTech
phonesky, 中國打壓的話，買一堆武器幹嘛早早投降,BioNTech
james5566, 魯洨洨 是在哈囉,BioNTech
phonesky, 算了,BioNTech
PerFumeLove, 德國應該覺得泰國人很白癡,BioNTech
sfzerox, 側翼蟑螂敢出征德國原廠嗎,BioNTech
s76083kahala, 重點不在哪一國製吧 而是不透過復星,BioNTech
zinga, iphone手機加州設計 大陸製造 膽敢哪個綠共,BioNTech
jakewu1217, 抓到了  中共同路藥廠,BioNTech
zinga, 用iphone直接槍斃,BioNTech
ihczfu, 蟑螂要不要去德國出征啊 他們很沒台灣價,BioNTech
jialin6666, 反正也買不到,BioNTech
ihczfu, 值欸,BioNTech
lebron3994, 丟臉啊綠共 多少人出來說是代理而已,BioNTech
eric6789, 台灣不買就算了還造謠是中國製,BioNTech
nptrj, 民進黨為了執政，一直抹黑 好可怕,BioNTech
piggywoody, DPP被打到頭都飛了,BioNTech
mxr, 民進黨夏希夏景,BioNTech
dustin942093, 爵輕該讓世界再次看看了吧？,BioNTech
jasonlin2100, 操他媽的害慘人命喔幹您娘,BioNTech
qoomai, 民進黨一堆帶頭造謠  可以再噁心一點,BioNTech
brad001, 去你媽的民進黨 唉,BioNTech
oginome, 德國沒有台灣價值,BioNTech
af912653, 原來是歐盟檔台灣,BioNTech
k23, 蟑螂別鬧了，快從失智列車下來吧,BioNTech
sawayama9, 有政府，會造謠，會抹黑，告人民,BioNTech
RushMonkey, 唉...,BioNTech
talrasha, 丢臉到全歐盟都知道吧  台灣=奧客,BioNTech
sawayama9, 民進黨是要把台灣的國際地位直接刷到底,BioNTech
nculeon2, 幹你娘，一直造謠說BNT是中國做的人趕快去死一死啦,BioNTech
IDfor2010, 連德國都知道台灣綠營執政黨政客和名嘴與網軍側翼在造謠，丟臉!,BioNTech
idaikon, 認知作戰,BioNTech
ff26412, 德國製的疫苗欸蟑螂QQ bnt中共同路人,BioNTech
ELMOCUTE, 快點去檢舉  起來了,BioNTech
kingtseng, 該查辦了吧,BioNTech
y1896547, 為黨造謠 無惡意 不罰,BioNTech
CC97, 歐美圍中和你抗中義和團根本不同層次，拿鋤頭衝鋒的替死鬼農民軍自以為是拿槍正規軍,BioNTech
GioGiorvanna, 定宇哥乖乖去幹房東啦,BioNTech
frankochris, 綠共無所不用阻擾大家打疫苗是捨心態,BioNTech
Semaj543, 那些抹黑BNT的造謠仔什麼時候法辦？,BioNTech
Orz9106, 德國被中共滲透了 所以德國製造等於中國製造,BioNTech
deep0723, 造謠黨啦 垃圾 執政黨帶頭造謠 笑死,BioNTech
mo42, 一開始說是中國製的都是五毛反串啦 想惡意弄臭台灣,BioNTech
alan0204, 國際上知道台灣有一群白痴義和團在造謠,BioNTech
gameguy, 三千萬劑，i洞不花錢買，有事？,BioNTech
fidic1643, 要買了嗎,BioNTech
chuck5669, 把你各位當成白癡一樣整天講幹話給你聽吶,BioNTech
hubert0619, 這時候還搞什麼意識形態,BioNTech
axlfun, 給台灣疫苗，中國的其他黨派不會罵嗎？,BioNTech
divx999, 立法委員造謠誒最愛澄清的疾管家完全不澄清,BioNTech
steven24205, 政府官員 立法委員帶頭造謠 不用罰的,BioNTech
a12345675678, 推,BioNTech
kane111, DPP自己臉腫就算了 還要丟台灣的臉,BioNTech
tony20095, 根本標準奧客 買疫苗一直在那魯洨不買,BioNTech
keyman2, 之前造謠的可以罰3百萬充實國庫嗎,BioNTech
lanchenchen, 黨不要臉執政無敵,BioNTech
alan0204, 奧客在門外盧數量 還抹黑店內賣得是瑕疵品 我是店家早就把他趕出去,BioNTech
f396761440, 如果造謠官員都不罰，我只能祝他早日,BioNTech
ChoiceLife, BNT要變同路人了嗎？,BioNTech
alex10282, 綠圾真的很可悲，整天下細下井,BioNTech
f396761440, 確診去投胎。,BioNTech
leeyeah, 維穩家：zzzZZZ,BioNTech
DawnSlight, 又要丟臉到國際了嗎，可憐,BioNTech
neilisme, 政府造謠到被國外廠商糾正 真的丟臉耶,BioNTech
XseraphimX, 所以林穎孟議員該不該罰？,BioNTech
serding, 鬧到德國生產商要自己出來澄清 還真慘,BioNTech
griffick, dpp直接被德國打臉,BioNTech
niniikoski, 各位是不是覺得遇到詐騙集團了呢？,BioNTech
Beltran, 台南造謠政客還敢上節目啊,BioNTech
gnihcS, 有沒有記者在記者會去問那些造謠中國製的民進黨要不要罰三百萬啦,BioNTech
alan0204, 知道原廠為何不賣了吧 政客在整天記者會上裝可憐啊,BioNTech
sunnydragon7, 最後一段有意思,BioNTech
likeilike, 聯合報嗎??? 鄉民判斷能力都沒有耶,BioNTech
zscst, 側翼：德國舔共 眾所週知,BioNTech
jasonlin2100, 幹您娘怎麼還不下台？,BioNTech
IRPT001, 看好了藥商,BioNTech
YUCIKI, 瘋狂打臉欸,BioNTech
jasonlin2100, 都死一堆人了操他媽的還在鬥爭,BioNTech
domo9999, 事實查核中心最好不要裝死喔,BioNTech
alan0204, 沒判斷能力的是誰阿 信造謠仔的?,BioNTech
isxman, https//i.imgur.com/Ry1dGGn.jpg,BioNTech
alan0204, 不然你寄信去原廠問啊 看得到什麼回覆,BioNTech
k5a, 讓世界知道放假消息  製造假新聞的是台灣讚哉  民進黨,BioNTech
zscst, 吉管家呢 怎麼不澄清了？,BioNTech
joemtpa2, 哇 原來造謠的是自己人啊 那這樣造謠還,BioNTech
ivanos, 只有跟原廠洽購，才可以獲得原廠在品質與,BioNTech
cccruru, 政府帶頭造謠要罰多少啊？,BioNTech
joemtpa2, 算造謠嗎 嘻嘻,BioNTech
ivanos, 安全的直接保證跟負擔責任，來避免法律與政治的雙重風險,BioNTech
gunfighter, 綠共說怕中國加料 幹 當熊貓送飲料喔,BioNTech
itachi0609, 政府的假消息澄清中心咧 裝死喔,BioNTech
rosydark, 綠共一堆造謠的，要不要罰300,BioNTech
Sammingy, 垃圾蟑螂跟側翼應該被罰300萬,BioNTech
domo9999, 請選擇指令：,BioNTech
cheng31507, 可以罰300萬了嗎？,BioNTech
domo9999, 1.裝死  2.德國舔共  3.歐盟阻撓,BioNTech
gg889g8, 政府要不要罰那些假訊息的側翼,BioNTech
Ivudaisuki, 王胖子自己用國安法辦自己啦有種造謠有種承擔 笑你不敢啦,BioNTech
k5a, 這一波防疫  讓台灣形象在世界被校正回歸....,BioNTech
Diver123, 300萬,BioNTech
k5a, .,BioNTech
zscst, 我就一句話啦 要不要罰王府八千睡和共糖葛格？,BioNTech
F1ower, 造謠說中國製的，不是假新聞？ 民進黨敢不敢抓出來罰？,BioNTech
YuDarvish, 某個林姓台北市民議員要不要罰300萬,BioNTech
syuu, 綠圾真的丟臉到可悲,BioNTech
YOLOO, 好像有人造謠喔 敢不敢罰300啦,BioNTech
devil115789, 最後兩段根本就打臉這邊一堆酸民了吧,BioNTech
arlubor, 好了啦！昨天疫苗上飛機現在沒人吵BNT了,BioNTech
thigefe, 綠狗繼續造謠，給我bnt,BioNTech
Paulsic, 疾管家死掉了嗎,BioNTech
sh26225399, 綠共真的可笑 直接被打臉,BioNTech
yahee314, 所以立委要罰300萬嘛？,BioNTech
giaour, 看好了德國，台灣綠畜示範造謠被打臉。,BioNTech
issemn, https//i.ibb.co/YWPQwVY/yengafang.png,BioNTech
silverice, 綠營垃圾人繼續造謠阿幹,BioNTech
ruey18, 丟臉 沒讀冊又兼沒衛生 幹,BioNTech
kklighter, 先申請，不要放話,BioNTech
ALACOOL, 馬上打臉,BioNTech
f396761440, 高雄台南人真可悲，選的議員立委扯國家防疫後腿。,BioNTech
runedcross, 造謠 抓不抓阿,BioNTech
VBMO, 哈哈 再講中國代工啊 光速打臉看到沒,BioNTech
Jiajun0724, 媽的 被國外笑死,BioNTech
yqppe, 在中國分裝小罐噢！不要漏了講噢XDDDDD,BioNTech
f19890913, 丟臉啊,BioNTech
luciffar, 覺青 名嘴 側翼誤國 國安局立刻啟動專案小組嚴懲賣國賊,BioNTech
dido0208, 不罰錢就算了，連澄清都沒有，什麼爛政府,BioNTech
ivanos, 明明就是從德國運原液到中國再加工製造，所以我們才要跟原廠洽購好嗎,BioNTech
issemn, https//i.imgur.com/gFdONlt.jpg,BioNTech
alan0204, 中國分裝?哪裡有講 被原廠打臉的還不夠,BioNTech
GRR, 看好了世界 臺灣政府會造謠,BioNTech
rTKc, 到底要不要罰300萬啊,BioNTech
k47100014, @devil115789 這就是你所謂的酸民罵的,BioNTech
alan0204, 哇靠蟑螂還在掙扎耶 經費下來了,BioNTech
k47100014, 你要不要往前翻幾天的文？打爆你臉,BioNTech
luciffar, iva已截圖 耗子尾吱,BioNTech
Paulsic, 只准州官造謠百姓造謠罰3百萬,BioNTech
alan0204, 原液分裝?是在裝可樂喔,BioNTech
carrie1973, 明天九點半記者會看會不會處理啊，中,BioNTech
ivanos, 只有跟原廠洽購，才可以獲得原廠在品質與,BioNTech
carrie1973, 央自罰三百萬，但請不要用公帑付,BioNTech
issemn, https//i.imgur.com/I7CuGaR.jpg,BioNTech
ivanos, 安全的直接保證跟負擔責任，來避免法律與,BioNTech
ZIQQ001, 不進BNT不就是因為進了 國產就沒人要打,BioNTech
ivanos, 政治的雙重風險,BioNTech
ZIQQ001, 了 BNT擋了國產的財路 全世界都在努力防疫救國民 只有綠共只在乎自己政黨的利益置人民生命於不顧 號稱最民主的政黨 笑死,BioNTech
king110592, 台灣又丟臉了…為什麼我說又,BioNTech
amare1015, 德國大哥講話了 垃圾菸粉還要繼續抹黑?,BioNTech
ZIQQ001, 口口聲聲公民選擇權 到最後可能只有國產可以選 其他國家都多多益善,BioNTech
gustavvv, 綠共造謠仔丟臉丟到國外,BioNTech
tommy0472, 所以是誰講的,BioNTech
garra, 又一次丟臉到國外 這次是誰搞的~~~,BioNTech
issemn, 幹！每一個都好正 ♥,BioNTech
luciffar, 幹是親眼看過26分裝逆 還在造謠啊,BioNTech
swatsh, 丟臉丟到國外了,BioNTech
s175, 德國都澄清了，假新聞到底要不要抓,BioNTech
PanzerDragoo, 防疫中心改造謠中心比較符合,BioNTech
dragon988, 就問一句紅衛兵造謠要不要罰啦,BioNTech
capser, https//youtu.be/GP2VFUtb2gQ,BioNTech
Suleiman, 快點進來啦 不是復必泰4%可是不打的,BioNTech
f396761440, http//i.imgur.com/nvDF6mY.jpg,BioNTech
dmc80, 說好的300萬,BioNTech
shpongle, 為了讓台灣人仇恨中國 什麼垃圾事都敢做,BioNTech
isxman, https//i.imgur.com/MAKQF3d.jpg,BioNTech
ivanos, 中國疫苗,BioNTech
dodobaho, 什麼 歐盟使用小粉紅疫苗,BioNTech
steven24205, 蟑螂崩潰,BioNTech
Motor, 丟臉丟到國外去了+1,BioNTech
payne, 連“initial”都不翻譯出來 就一堆人被帶風向 不愧是台灣人,BioNTech
xhung, 抹黑代理商 想跟原廠直購 但搞到原廠聲明這操作是在增加購買機會 還是破壞關係?,BioNTech
ivanos, 上海復興的中國疫苗,BioNTech
drmactt, 笑死真的是低能黨 還要編多少假消息？,BioNTech
ptychodera, 所以什麼時候要罰造謠仔300萬？,BioNTech
dido0208, 真的混淆視聽的假消息不澄清，澄清那種弱智都不會被騙的,BioNTech
jesulafe, Initial Supply? 所以在深圳分裝是真的嘍,BioNTech
g3sg1, 所以那些人什麼時候要處理,BioNTech
wulaw5566, 綠共直接惹到原廠，厲害了,BioNTech
skery3188, 歐盟大單 台灣只想costdown,BioNTech
trashpoking, 所以前幾天造謠的要不要查辦一下..,BioNTech
Fuuka, 綠色就可以搬弄是非？喔有黨證沒事,BioNTech
winky790718, 有人一直在說中國製的不用罰嗎？,BioNTech
Dia149, 不願回應,BioNTech
makemedicine, 丟臉,BioNTech
Dia149, 後面要聽到的是這個吧？是陳時中有問題還是德國在幫中國脫罪啊,BioNTech
cuteyimo, 我們知道他們在說謊，他們也知道自己在說謊..,BioNTech
Dia149, 所以證據拿出來啊email公布啊,BioNTech
ses2, 綠共標準示範做賊喊捉賊,BioNTech
iamtendollar, 說在中國製造的300萬呢？,BioNTech
LemonUrsus, XI presidency,BioNTech
ssnow815, 打臉了，臉綠了,BioNTech
moonchaser, 民進黨作假消息,BioNTech
qwqwaas, 民進黨因為政治因素連疫苗都要污衊，幹,BioNTech
ntusimmon, 垃圾資進黨立委 帶頭造謠 害人,BioNTech
DavidFoster, 有人敢罰德國BNT 300萬嗎,BioNTech
centralplace, 放謠言的立委要不要罰啦 幹,BioNTech
ok771105, 誰理你德國啊,BioNTech
gydiaw, 吉管家快澄清阿,BioNTech
bangjia, 那些造謠立委、公視上造謠的？通通發300萬到1億吧，台灣有這些人真的是爛,BioNTech
visviva, 哈哈哈哈哈哈,BioNTech
herikocat, 綠共要不要出來說認知作戰,BioNTech
chch2011, 側翼放的假消息 怎麼疾管家靜悄悄,BioNTech
s7503228, 玩遊戲：幹這黑橘代理的我才不玩討疫苗：中國只是代理哪有差？,BioNTech
bangjia, 我等著看那些綠色民代掏錢出來繳罰款啦，別想裝死。一人一訊息檢舉起來，把事鬧大。造謠的都是民進黨的,BioNTech
daimou, 德國原廠罰300萬啦,BioNTech
heshe, 德國製造原液，分裝也是在德國嗎？還是到中國分裝,BioNTech
luelue, 丟臉 該罰三百萬吧,BioNTech
tsaodin0220, 好的 中共同路人,BioNTech
looks143895, 那些綠媒  綠委 要不要罰300萬？,BioNTech
god890529, 辣雞藍綠出來講,BioNTech
gin10791, 助理噩夢出來講啊幹,BioNTech
cloudpart2, 政府假消息如何自罰？,BioNTech
yori5566, 德國直接送過來可以，先送去中國再轉送,BioNTech
x747, 綠鬼真丟臉,BioNTech
visviva, 比假網站多人關注的假消息,BioNTech
yori5566, 過來我不行,BioNTech
f30607, 造謠狗官滾出來啊操你媽的,BioNTech
herikocat, 還有人在扯分裝,BioNTech
JoeGibsonJr, [協尋] 疾管家假消息澄清文,BioNTech
seifer007, 申請很難嗎？,BioNTech
p7837302, 笑死 被廠商打臉,BioNTech
tom8756, 推，在疫情爆發後，DPP還不斷洗BNT是中國製的，太噁心了,BioNTech
steven24205, 垃圾綠共假新聞製造機,BioNTech
nicolasptt, initial看不懂？,BioNTech
shigela, 日本給az就手比愛心，上海給bnt就噁心統戰？？？,BioNTech
f396761440, 扯分裝的側翼，你當做是吉克脊髓液嗎？,BioNTech
godog, 推,BioNTech
nicky51, 德國人一定覺得台灣人智缺,BioNTech
a2156700, 有國慘疫苗好嗎,BioNTech
herikocat, 噁心之島 只要是綠色 怎亂搞都沒差,BioNTech
hunck, 造謠是要護航誰還是股票買滿滿,BioNTech
orangelin76, 真的丟臉 垃圾政府,BioNTech
ckf978, 疾管家：什麼？沒聽到,BioNTech
plokm1221, 我是中壢人粉絲頁到底什麼時候會被關阿每天散布假消息,BioNTech
milkypine, 假消息要不要罰？,BioNTech
JoeGibsonJr, 我只中壢人從剛創粉絲團就覺得這個怪怪的,BioNTech
ivanos, 上海復星不來申請，顯然有鬼,BioNTech
tactics2100, 連拜登都敢抹了 哪會怕你小小藥廠,BioNTech
Ferrero0212, 綠共叫不醒啦,BioNTech
neobasara, 疾管家還不快澄清是德國製,BioNTech
netboy789, 無聊，莫德納都來了，誰還期待BNT,BioNTech
Asucks, 綠共蟑螂丟臉丟到國外去，可憐吶~~,BioNTech
yuhsinkuo, 噗～舉全政府之力製造假訊息，可恥！,BioNTech
darkholy, 造謠大師都是綠色信徒,BioNTech
chungj, 德國製造 中國合作,BioNTech
n61208, 感謝林醫師、林委員各貢獻300萬,BioNTech
waldo870, 去年新聞寫買到輝瑞，為啥疫苗不見了？？？？,BioNTech
qoo4628802, 他媽的講中國製造的綠共抓來罰三百啦,BioNTech
riukosan, 綠粉=韓粉=無腦,BioNTech
waldo870, 有沒有人做懶人包？,BioNTech
tactics2100, As都直接代工了 吱蟑打得很高興AZ*,BioNTech
monkey6, 可憐啊，這些人該罰3000萬,BioNTech
NCUkeyman, 政治凌駕一切,BioNTech
tailao789, 散佈假消息，垃圾民進黨快罰啊。還是是你叫他出來散佈的？,BioNTech
cheng399, http//i.imgur.com/x76P443.jpg,BioNTech
bon362, 德國BNT是中共同路人,BioNTech
notfound0407, 都說是統戰疑慮了 不要討論啦免得被,BioNTech
s175, 蔡培慧要抓了吧,BioNTech
bon362, 德國BNT散布假消息，重罰300萬,BioNTech
sleepmilk, 支持BNT提告造謠者。,BioNTech
Galm, 三百萬,BioNTech
ding0725, 操你的疾管家這時候躲起來了是不是,BioNTech
kiergh, 中共同路人 中共疫苗 中共的暗樁 可惡至極,BioNTech
richard42, 說BNT是中國製的就是小英總統啊,BioNTech
cheng399, 我真的不曉得說什麼，現在300萬都不用怕的,BioNTech
tvxqsun123, 奇怪了 一堆造謠綠共不用罰三百萬喔,BioNTech
songjunhong, 造謠搞得我好亂,BioNTech
zxp9505007, 德國人這島上住的是什麼呼呼嘿嘿?,BioNTech
cheng399, 然後蔻訊可以發，但你小市民不準講隔壁中獎,BioNTech
playtrunk, 你德國BNT有國衛院研究員專業嗎？,BioNTech
Andebull, 我還記得之前一直有新聞說中國疫苗如何~,BioNTech
FIFI8488, 被抓包打臉 有夠丟臉,BioNTech
Andebull, 如何的不好，原來是德國疫苗防禦差@[email protected],BioNTech
ping2000, 沒用啦 澄清完這個還是跟你扯是不是分裝,BioNTech
FIFI8488, 國際打臉阿 這是假消息,BioNTech
tnnua, 德國製造 中國生產 不衝突,BioNTech
nzej723yyip, 蟑螂丟臉到歪頭,BioNTech
syr0909, 所以沒有不想買啊，就是破局，這就是會隨時變化的現實國際情勢，立法委員和名嘴大的話聽聽就好，一堆人幹嘛跟著興風作浪.....,BioNTech
tmuaircat, 拜託總統思老母快訂MRNA BNTX CVAC疫苗,BioNTech
cheng399, 我到現在還沒查到是不是中國分裝，但圖已經傳兩天了,BioNTech
r250fx, 跨海提告，告死那群垃圾,BioNTech
bewritten, 笑你不敢罰,BioNTech
duck9903, 民進黨丟臉丟到國際,BioNTech
max1019, CDC每天澄清的假消息 我一個都沒看過 到,BioNTech
B9702115, 被打臉了 哈哈,BioNTech
max1019, 底是誰有問題,BioNTech
EulerFormula, 蟑螂被打到噴汁 嘔嘔嘔嘔嘔,BioNTech
whyuan, 為什麼不申請啊,BioNTech
rudy30832, 造謠要300還是1E：）？,BioNTech
lopas, 蟑螂直接忽略這一篇啦 裝睡的叫不醒,BioNTech
mycin, 綠蛆其實是綠共，廢物,BioNTech
aiam, 廢物覺青自己拿假消息洗了一個多禮拜還好意思講說疫苗之亂,BioNTech
Hsinxyzzyx, 丟臉到德國,BioNTech
lynchen, 疾管家不澄清嗎？哈哈哈,BioNTech
yshsuken, 說中國疫苗的通通開罰300萬啦！,BioNTech
waldo870, 臨時通知簽約時程延後，那延後後續衛福部沒有喬簽約？？？？？後續呢？,BioNTech
LtoM722, 再說中國疫苗啊，這些人真的是..,BioNTech
waldo870, 談好的最終合約版本，延後就不簽？？,BioNTech
Absioute, 側翼蟑螂繼續耍智障阿 別再讓台灣丟臉了,BioNTech
cheng399, http//i.imgur.com/6le4Ru7.jpg,BioNTech
YJJ, initial supply,BioNTech
benting, 丟臉死了,BioNTech
hunck, 自己人不用罰300價值不夠的該罰,BioNTech
ELV420, 政府要罰德國原廠嗎,BioNTech
visviva, 林穎孟還在凹分裝，文組就是文組，白癡,BioNTech
mono1023, 政府自罰300w,BioNTech
canis831025, 到底為什麼還在吵…總代理看不懂？,BioNTech
ray0119, 賣東西一堆毛對方還賣？,BioNTech
Rong13, 假消息要罰錢了吧,BioNTech
beergap, 臺灣有民進黨真的有夠丟臉,BioNTech
divx999, 所以哪些造謠民代到底罰不罰,BioNTech
needmmmoney, 那些說中國做的要不要罰300萬啊 阿忘記他們有黨證,BioNTech
dazzzlee, BNT某東南亞糞島有完沒完 滾去打自產疫苗好嗎,BioNTech
thomaschion, 德國一定是中共同路人,BioNTech
dunkyou, 現在要說其實德國早就被中共滲透了嗎?,BioNTech
SMG2016, 綠蟑螂當沒看到,BioNTech
jlincredible, 300萬要不要罰 不要雙標,BioNTech
flowersuger, 一堆造謠的不抓！噁爛DPP,BioNTech
jkreg, 不也證明支那製問題多到世界認證嗎,BioNTech
KuaKuaGi, 敢不敢罰？,BioNTech
kevin8203, 綠X真是喪心病狂 糟糕透頂,BioNTech
ray10133, 黨說你中國製造就中國製造 講一堆幹嘛！是不是欠罰一億,BioNTech
longman999, 感謝德國BNT斗內300萬,BioNTech
kujoukk, 聯合的新聞能信？,BioNTech
foxey, 乳滑囉,BioNTech
lumia1120, 打臉台灣政府官員（這巴掌好響,BioNTech
baekbin, 蟑螂該被罰了吧,BioNTech
hoohjoe, initial?,BioNTech
doremi7079, 講真300萬何時要罰,BioNTech
oneIneed, 打臉,BioNTech
jay0215, 灣灣之光！,BioNTech
